@relation prueba-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast

@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}
@attribute scoreN numeric
@attribute ghost1-livingN {True,False}
@attribute ghost2-livingN {True,False}
@attribute ghost3-livingN {True,False}
@attribute ghost4-livingN {True,False}
@attribute distance-ghost1N numeric
@attribute distance-ghost2N numeric
@attribute distance-ghost3N numeric
@attribute distance-ghost4N numeric
@attribute prev-distance-ghost1N numeric
@attribute prev-distance-ghost2N numeric
@attribute prev-distance-ghost3N numeric
@attribute prev-distance-ghost4N numeric
@attribute posXN numeric
@attribute posYN numeric
@attribute directionN {North,South,East,West,Stop}
@attribute wall-eastN {True,False}
@attribute wall-southN {True,False}
@attribute wall-westN {True,False}
@attribute wall-northN {True,False}
@attribute moveN {North,South,East,West,Stop}
@attribute fx numeric

@data
543,False,True,False,False,0,8,0,0,0,11,0,0,12,5,North,False,False,True,True,West,540,False,True,False,False,0,5,0,0,0,7,0,0,9,5,West,True,True,False,False,North,2.351492
542,False,True,False,False,0,10,0,0,0,8,0,0,11,5,West,False,True,False,True,West,539,False,True,False,False,0,7,0,0,0,5,0,0,9,6,North,True,False,True,False,North,2.82179
541,False,True,False,False,0,7,0,0,0,10,0,0,10,5,West,False,True,False,True,West,538,False,True,False,False,0,6,0,0,0,7,0,0,9,7,North,True,False,True,False,North,3.527238
540,False,True,False,False,0,5,0,0,0,7,0,0,9,5,West,True,True,False,False,North,537,False,True,False,False,0,9,0,0,0,6,0,0,9,8,North,False,False,False,True,East,3.527238
539,False,True,False,False,0,7,0,0,0,5,0,0,9,6,North,True,False,True,False,North,536,False,True,False,False,0,3,0,0,0,9,0,0,10,8,East,False,True,False,True,East,4.031129
538,False,True,False,False,0,6,0,0,0,7,0,0,9,7,North,True,False,True,False,North,535,False,True,False,False,0,6,0,0,0,3,0,0,11,8,East,False,True,False,True,East,4.702984
537,False,True,False,False,0,9,0,0,0,6,0,0,9,8,North,False,False,False,True,East,534,False,True,False,False,0,4,0,0,0,6,0,0,12,8,East,False,True,False,False,North,5.64358
536,False,True,False,False,0,3,0,0,0,9,0,0,10,8,East,False,True,False,True,East,533,False,True,False,False,0,1,0,0,0,4,0,0,12,9,North,True,False,True,False,North,9.405967
535,False,True,False,False,0,6,0,0,0,3,0,0,11,8,East,False,True,False,True,East,532,False,True,False,False,0,8,0,0,0,1,0,0,12,10,North,True,False,True,False,North,28.217902
-1,True,True,True,True,29,22,28,27,26,23,27,29,12,27,Stop,False,False,True,True,South,-4,True,True,True,True,23,21,20,24,29,21,23,26,12,24,South,True,False,True,False,South,0.941826
-2,True,True,True,True,26,22,25,25,29,22,28,27,12,26,South,True,False,True,False,South,-5,True,True,True,True,20,20,18,22,23,21,20,24,12,23,South,False,True,False,False,West,0.977151
-3,True,True,True,True,29,21,23,26,26,22,25,25,12,25,South,True,False,True,False,South,-6,True,True,True,True,22,21,21,25,20,20,18,22,11,23,West,False,True,False,True,West,1.009405
-4,True,True,True,True,23,21,20,24,29,21,23,26,12,24,South,True,False,True,False,South,-7,True,True,True,True,24,17,19,23,22,21,21,25,10,23,West,False,True,False,True,West,1.087467
-5,True,True,True,True,20,20,18,22,23,21,20,24,12,23,South,False,True,False,False,West,-8,True,True,True,True,18,16,24,25,24,17,19,23,9,23,West,False,False,False,True,South,1.167739
-7,True,True,True,True,24,17,19,23,22,21,21,25,10,23,West,False,True,False,True,West,-10,True,True,True,True,18,15,20,25,18,14,21,27,9,21,South,True,False,True,False,South,1.117827
-10,True,True,True,True,18,15,20,25,18,14,21,27,9,21,South,True,False,True,False,South,-13,True,True,True,True,18,15,18,22,18,20,15,23,10,20,East,False,True,False,True,East,1.077987
-12,True,True,True,True,18,20,15,23,19,14,18,27,9,20,South,True,True,False,False,East,-15,True,True,True,True,21,18,14,23,20,18,18,24,12,20,East,False,False,True,True,South,1.127756
-13,True,True,True,True,18,15,18,22,18,20,15,23,10,20,East,False,True,False,True,East,-16,True,True,True,True,19,16,13,20,21,18,14,23,12,19,South,True,False,True,False,South,1.222327
-14,True,True,True,True,20,18,18,24,18,15,18,22,11,20,East,False,True,False,True,East,-17,True,True,True,True,19,12,18,20,19,16,13,20,12,18,South,True,False,True,False,South,1.326029
-15,True,True,True,True,21,18,14,23,20,18,18,24,12,20,East,False,False,True,True,South,-18,True,True,True,True,18,11,15,19,19,12,18,20,12,17,South,False,True,False,False,West,1.455685
-16,True,True,True,True,19,16,13,20,21,18,14,23,12,19,South,True,False,True,False,South,-19,True,True,True,True,16,12,15,18,18,11,15,19,11,17,West,False,True,False,True,West,1.465283
-17,True,True,True,True,19,12,18,20,19,16,13,20,12,18,South,True,False,True,False,South,-20,True,True,True,True,13,12,17,19,16,12,15,18,10,17,West,False,True,False,True,West,1.536159
-18,True,True,True,True,18,11,15,19,19,12,18,20,12,17,South,False,True,False,False,West,-21,True,True,True,True,13,10,22,19,13,12,17,19,9,17,West,False,True,False,True,West,1.626194
-19,True,True,True,True,16,12,15,18,18,11,15,19,11,17,West,False,True,False,True,West,-22,True,True,True,True,15,10,21,19,13,10,22,19,8,17,West,True,False,False,True,South,1.715814
-20,True,True,True,True,13,12,17,19,16,12,15,18,10,17,West,False,True,False,True,West,-23,True,True,True,True,15,11,19,17,15,10,21,19,8,16,South,True,False,True,False,South,1.733819
-21,True,True,True,True,13,10,22,19,13,12,17,19,9,17,West,False,True,False,True,West,-24,True,True,True,True,14,11,19,18,15,11,19,17,8,15,South,False,False,True,False,South,1.746823
-22,True,True,True,True,15,10,21,19,13,10,22,19,8,17,West,True,False,False,True,South,-25,True,True,True,True,14,9,19,16,14,11,19,18,8,14,South,True,False,True,False,South,1.864018
-23,True,True,True,True,15,11,19,17,15,10,21,19,8,16,South,True,False,True,False,South,-26,True,True,True,True,16,8,19,16,14,9,19,16,8,13,South,True,False,False,False,South,1.879448
-24,True,True,True,True,14,11,19,18,15,11,19,17,8,15,South,False,False,True,False,South,-27,True,True,True,True,15,11,19,14,16,8,19,16,8,12,South,True,False,True,False,South,1.879448
-25,True,True,True,True,14,9,19,16,14,11,19,18,8,14,South,True,False,True,False,South,-28,True,True,True,True,10,16,17,14,15,11,19,14,8,11,South,False,True,False,False,East,1.904819
-27,True,True,True,True,15,11,19,14,16,8,19,16,8,12,South,True,False,True,False,South,-30,True,True,True,True,8,8,17,16,8,8,17,13,10,11,East,False,True,False,True,East,1.896043
-28,True,True,True,True,10,16,17,14,15,11,19,14,8,11,South,False,True,False,False,East,-31,True,True,True,True,8,7,14,10,8,8,17,16,11,11,East,False,True,False,True,East,2.024685
-29,True,True,True,True,8,8,17,13,10,16,17,14,9,11,East,False,True,False,True,East,-32,True,True,True,True,8,7,13,10,8,7,14,10,12,11,East,False,False,True,True,South,2.044042
-30,True,True,True,True,8,8,17,16,8,8,17,13,10,11,East,False,True,False,True,East,-33,True,True,True,True,7,6,10,7,8,7,13,10,12,10,South,True,False,True,False,South,2.229336
-31,True,True,True,True,8,7,14,10,8,8,17,16,11,11,East,False,True,False,True,East,-34,True,True,True,True,8,2,15,8,7,6,10,7,12,9,South,True,False,True,False,South,2.24212
-32,True,True,True,True,8,7,13,10,8,7,14,10,12,11,East,False,False,True,True,South,-35,True,True,True,True,8,6,12,4,8,2,15,8,12,8,South,False,True,False,False,West,2.605486
-33,True,True,True,True,7,6,10,7,8,7,13,10,12,10,South,True,False,True,False,South,-36,True,True,True,True,5,4,15,1,8,6,12,4,11,8,West,False,True,False,True,West,2.635738
-34,True,True,True,True,8,2,15,8,7,6,10,7,12,9,South,True,False,True,False,South,-37,True,True,True,True,6,6,16,6,5,4,15,1,10,8,West,False,True,False,True,West,2.652058
-35,True,True,True,True,8,6,12,4,8,2,15,8,12,8,South,False,True,False,False,West,-38,True,True,True,True,7,10,16,7,6,6,16,6,9,8,West,False,False,False,True,South,2.950892
-36,True,True,True,True,5,4,15,1,8,6,12,4,11,8,West,False,True,False,True,West,-39,True,True,True,True,6,8,15,9,7,10,16,7,9,7,South,True,False,True,False,South,3.743191
-37,True,True,True,True,6,6,16,6,5,4,15,1,10,8,West,False,True,False,True,West,-40,True,True,True,True,5,6,13,9,6,8,15,9,9,6,South,True,False,True,False,South,4.25508
-38,True,True,True,True,7,10,16,7,6,6,16,6,9,8,West,False,False,False,True,South,-41,True,True,True,True,3,4,13,7,5,6,13,9,9,5,South,True,True,False,False,East,5.038911
-39,True,True,True,True,6,8,15,9,7,10,16,7,9,7,South,True,False,True,False,South,-42,True,True,True,True,3,4,14,0,3,4,13,7,10,5,East,False,True,False,True,East,5.038911
-40,True,True,True,True,5,6,13,9,6,8,15,9,9,6,South,True,False,True,False,South,-43,True,True,True,True,3,5,13,3,3,4,14,0,11,5,East,False,True,False,True,East,7.870299
-41,True,True,True,True,3,4,13,7,5,6,13,9,9,5,South,True,True,False,False,East,-44,True,True,True,True,2,2,12,0,3,5,13,3,12,5,East,False,False,True,True,South,11.35081
-42,True,True,True,True,3,4,14,0,3,4,13,7,10,5,East,False,True,False,True,East,-45,True,True,True,True,5,6,10,4,2,2,12,0,12,4,South,True,False,True,False,South,11.421532
-43,True,True,True,True,3,5,13,3,3,4,14,0,11,5,East,False,True,False,True,East,-46,True,True,True,True,2,4,11,6,5,6,10,4,12,3,South,False,True,False,False,East,11.421532
-44,True,True,True,True,2,2,12,0,3,5,13,3,12,5,East,False,False,True,True,South,-47,True,True,True,True,2,9,11,7,2,4,11,6,13,3,East,False,True,False,True,East,21.499354
-46,True,True,True,True,2,4,11,6,5,6,10,4,12,3,South,False,True,False,False,East,151,False,True,True,True,0,4,7,7,0,7,8,3,13,3,West,False,True,False,True,West,5.18288
-47,True,True,True,True,2,9,11,7,2,4,11,6,13,3,East,False,True,False,True,East,150,False,True,True,True,0,4,12,5,0,4,7,7,12,3,West,False,True,False,False,West,7.958895
152,False,True,True,True,0,7,8,3,2,9,11,7,14,3,East,False,True,False,True,West,149,False,True,True,True,0,5,10,7,0,4,12,5,11,3,West,False,True,False,True,West,7.958895
151,False,True,True,True,0,4,7,7,0,7,8,3,13,3,West,False,True,False,True,West,148,False,True,True,True,0,2,11,11,0,5,10,7,10,3,West,False,True,False,True,West,7.958895
149,False,True,True,True,0,5,10,7,0,4,12,5,11,3,West,False,True,False,True,West,146,False,True,True,True,0,4,14,12,0,4,12,14,8,3,West,False,True,False,True,West,21.395992
147,False,True,True,True,0,4,12,14,0,2,11,11,9,3,West,False,True,False,True,West,344,False,False,True,True,0,0,12,12,0,0,11,12,8,3,East,False,True,False,True,East,2.351492
146,False,True,True,True,0,4,14,12,0,4,12,14,8,3,West,False,True,False,True,West,343,False,False,True,True,0,0,12,7,0,0,12,12,9,3,East,False,True,False,True,East,2.565264
345,False,False,True,True,0,0,11,12,0,4,14,12,7,3,West,False,True,False,True,East,342,False,False,True,True,0,0,11,12,0,0,12,7,10,3,East,False,True,False,True,East,2.82179
344,False,False,True,True,0,0,12,12,0,0,11,12,8,3,East,False,True,False,True,East,341,False,False,True,True,0,0,9,9,0,0,11,12,11,3,East,False,True,False,True,East,3.527238
343,False,False,True,True,0,0,12,7,0,0,12,12,9,3,East,False,True,False,True,East,340,False,False,True,True,0,0,6,4,0,0,9,9,12,3,East,False,True,False,False,East,4.702984
342,False,False,True,True,0,0,11,12,0,0,12,7,10,3,East,False,True,False,True,East,339,False,False,True,True,0,0,8,5,0,0,6,4,13,3,East,False,True,False,True,East,5.64358
341,False,False,True,True,0,0,9,9,0,0,11,12,11,3,East,False,True,False,True,East,338,False,False,True,True,0,0,5,9,0,0,8,5,14,3,East,False,True,False,True,East,5.64358
340,False,False,True,True,0,0,6,4,0,0,9,9,12,3,East,False,True,False,False,East,337,False,False,True,True,0,0,3,11,0,0,5,9,15,3,East,False,True,False,False,East,9.405967
339,False,False,True,True,0,0,8,5,0,0,6,4,13,3,East,False,True,False,True,East,336,False,False,True,True,0,0,2,13,0,0,3,11,16,3,East,False,True,False,True,East,9.405967
338,False,False,True,True,0,0,5,9,0,0,8,5,14,3,East,False,True,False,True,East,335,False,False,True,True,0,0,5,13,0,0,2,13,17,3,East,False,True,False,True,East,9.405967
337,False,False,True,True,0,0,3,11,0,0,5,9,15,3,East,False,True,False,False,East,334,False,False,True,True,0,0,1,19,0,0,5,13,18,3,East,False,True,False,True,East,28.217902
-2,True,True,True,True,41,41,42,40,42,38,44,41,2,27,Stop,False,True,False,True,West,-5,True,True,True,True,41,39,39,41,42,40,44,42,1,25,South,True,False,True,False,South,0.682048
-3,True,True,True,True,40,42,44,40,41,41,42,40,1,27,West,True,False,False,True,South,-6,True,True,True,True,41,46,34,39,41,39,39,41,1,24,South,True,False,True,False,South,0.713452
-4,True,True,True,True,42,40,44,42,40,42,44,40,1,26,South,True,False,True,False,South,-7,True,True,True,True,39,41,40,38,41,46,34,39,1,23,South,True,False,False,False,South,0.716702
-5,True,True,True,True,41,39,39,41,42,40,44,42,1,25,South,True,False,True,False,South,-8,True,True,True,True,41,40,42,40,39,41,40,38,1,22,South,True,False,True,False,South,0.716702
-6,True,True,True,True,41,46,34,39,41,39,39,41,1,24,South,True,False,True,False,South,-9,True,True,True,True,38,41,37,37,41,40,42,40,1,21,South,True,False,True,False,South,0.731968
-7,True,True,True,True,39,41,40,38,41,46,34,39,1,23,South,True,False,False,False,South,-10,True,True,True,True,39,40,39,40,38,41,37,37,1,20,South,True,True,False,False,East,0.768386
-8,True,True,True,True,41,40,42,40,39,41,40,38,1,22,South,True,False,True,False,South,-11,True,True,True,True,34,41,43,34,39,40,39,40,2,20,East,False,True,False,True,East,0.772044
-9,True,True,True,True,38,41,37,37,41,40,42,40,1,21,South,True,False,True,False,South,-12,True,True,True,True,37,36,39,33,34,41,43,34,3,20,East,False,True,False,True,East,0.81471
-10,True,True,True,True,39,40,39,40,38,41,37,37,1,20,South,True,True,False,False,East,-13,True,True,True,True,33,35,36,32,37,36,39,33,4,20,East,False,True,False,True,East,0.841127
-11,True,True,True,True,34,41,43,34,39,40,39,40,2,20,East,False,True,False,True,East,-14,True,True,True,True,30,34,35,33,33,35,36,32,5,20,East,False,True,False,True,East,0.887307
-12,True,True,True,True,37,36,39,33,34,41,43,34,3,20,East,False,True,False,True,East,-15,True,True,True,True,30,34,37,29,30,34,35,33,6,20,East,False,False,True,False,South,0.913723
-13,True,True,True,True,33,35,36,32,37,36,39,33,4,20,East,False,True,False,True,East,-16,True,True,True,True,27,30,33,32,30,34,37,29,6,19,South,True,False,True,False,South,0.94437
-14,True,True,True,True,30,34,35,33,33,35,36,32,5,20,East,False,True,False,True,East,-17,True,True,True,True,27,26,32,29,27,30,33,32,6,18,South,True,False,True,False,South,1.006578
-15,True,True,True,True,30,34,37,29,30,34,35,33,6,20,East,False,False,True,False,South,-18,True,True,True,True,26,27,34,31,27,26,32,29,6,17,South,True,False,True,False,South,1.046979
-16,True,True,True,True,27,30,33,32,30,34,37,29,6,19,South,True,False,True,False,South,-19,True,True,True,True,25,27,29,27,26,27,34,31,6,16,South,True,False,True,False,South,1.087467
-17,True,True,True,True,27,26,32,29,27,30,33,32,6,18,South,True,False,True,False,South,-20,True,True,True,True,19,26,30,25,25,27,29,27,6,15,South,False,False,False,False,South,1.127756
-18,True,True,True,True,26,27,34,31,27,26,32,29,6,17,South,True,False,True,False,South,-21,True,True,True,True,19,26,30,25,19,26,30,25,6,14,South,True,False,True,False,South,1.178667
-19,True,True,True,True,25,27,29,27,26,27,34,31,6,16,South,True,False,True,False,South,-22,True,True,True,True,21,21,24,24,19,26,30,25,6,13,South,True,False,True,False,South,1.269879
-20,True,True,True,True,19,26,30,25,25,27,29,27,6,15,South,False,False,False,False,South,-23,True,True,True,True,21,24,26,24,21,21,24,24,6,12,South,True,False,True,False,South,1.282283
-21,True,True,True,True,19,26,30,25,19,26,30,25,6,14,South,True,False,True,False,South,-24,True,True,True,True,21,22,29,21,21,24,26,24,6,11,South,False,False,False,False,South,1.396751
-22,True,True,True,True,21,21,24,24,19,26,30,25,6,13,South,True,False,True,False,South,-25,True,True,True,True,19,21,27,23,21,22,29,21,6,10,South,True,False,True,False,South,1.536159
-23,True,True,True,True,21,24,26,24,21,21,24,24,6,12,South,True,False,True,False,South,-26,True,True,True,True,17,20,23,21,19,21,27,23,6,9,South,True,False,True,False,South,1.55773
-24,True,True,True,True,21,22,29,21,21,24,26,24,6,11,South,False,False,False,False,South,-27,True,True,True,True,15,22,23,22,17,20,23,21,6,8,South,True,False,False,False,East,1.746823
-25,True,True,True,True,19,21,27,23,21,22,29,21,6,10,South,True,False,True,False,South,-28,True,True,True,True,13,22,22,18,15,22,23,22,7,8,East,False,True,False,True,East,1.760723
-26,True,True,True,True,17,20,23,21,19,21,27,23,6,9,South,True,False,True,False,South,-29,True,True,True,True,14,18,19,23,13,22,22,18,8,8,East,False,True,False,True,East,1.871596
-27,True,True,True,True,15,22,23,22,17,20,23,21,6,8,South,True,False,False,False,East,-30,True,True,True,True,15,17,21,17,14,18,19,23,9,8,East,False,False,False,True,East,1.896043
-30,True,True,True,True,15,17,21,17,14,18,19,23,9,8,East,False,False,False,True,East,-33,True,True,True,True,7,15,15,14,10,15,20,12,12,8,East,False,True,False,False,East,1.800064
-31,True,True,True,True,12,13,18,16,15,17,21,17,10,8,East,False,True,False,True,East,-34,True,True,True,True,5,17,15,12,7,15,15,14,13,8,East,False,True,False,True,East,1.81796
-32,True,True,True,True,10,15,20,12,12,13,18,16,11,8,East,False,True,False,True,East,-35,True,True,True,True,6,10,15,16,5,17,15,12,14,8,East,False,True,False,True,East,1.94358
-33,True,True,True,True,7,15,15,14,10,15,20,12,12,8,East,False,True,False,False,East,-36,True,True,True,True,6,11,17,13,6,10,15,16,15,8,East,False,True,False,False,East,2.229336
-34,True,True,True,True,5,17,15,12,7,15,15,14,13,8,East,False,True,False,True,East,-37,True,True,True,True,5,8,12,13,6,11,17,13,16,8,East,False,True,False,True,East,2.408207
-35,True,True,True,True,6,10,15,16,5,17,15,12,14,8,East,False,True,False,True,East,-38,True,True,True,True,6,5,12,17,5,8,12,13,17,8,East,False,True,False,True,East,2.635738
-36,True,True,True,True,6,11,17,13,6,10,15,16,15,8,East,False,True,False,False,East,-39,True,True,True,True,6,7,13,16,6,5,12,17,18,8,East,False,False,False,True,East,2.687419
-37,True,True,True,True,5,8,12,13,6,11,17,13,16,8,East,False,True,False,True,East,-40,True,True,True,True,6,6,9,10,6,7,13,16,19,8,East,False,True,False,True,East,2.687419
-38,True,True,True,True,6,5,12,17,5,8,12,13,17,8,East,False,True,False,True,East,-41,True,True,True,True,8,3,6,8,6,6,9,10,20,8,East,False,True,False,True,East,2.972449
-39,True,True,True,True,6,7,13,16,6,5,12,17,18,8,East,False,False,False,True,East,-42,True,True,True,True,9,3,9,8,8,3,6,8,21,8,East,False,False,True,False,South,3.019735
-40,True,True,True,True,6,6,9,10,6,7,13,16,19,8,East,False,True,False,True,East,-43,True,True,True,True,9,3,11,4,9,3,9,8,21,7,South,True,False,True,False,South,3.383269
-41,True,True,True,True,8,3,6,8,6,6,9,10,20,8,East,False,True,False,True,East,-44,True,True,True,True,8,7,7,8,9,3,11,4,21,6,South,True,False,True,False,South,3.775184
-42,True,True,True,True,9,3,9,8,8,3,6,8,21,8,East,False,False,True,False,South,-45,True,True,True,True,4,7,5,5,8,7,7,8,21,5,South,True,True,False,False,East,4.961389
-45,True,True,True,True,4,7,5,5,8,7,7,8,21,5,South,True,True,False,False,East,-48,True,True,True,True,16,2,0,5,11,9,5,7,24,5,East,False,True,False,False,East,7.648809
-46,True,True,True,True,10,8,6,4,4,7,5,5,22,5,East,False,True,False,True,East,-49,True,True,True,True,15,0,1,2,16,2,0,5,25,5,East,False,True,False,True,East,21.163427
350,True,True,False,False,15,3,0,0,15,0,1,2,26,5,East,False,False,True,True,South,347,True,True,False,False,15,5,0,0,14,4,0,0,25,5,West,False,True,False,True,West,3.499551
348,True,True,False,False,14,4,0,0,13,5,0,0,26,5,North,False,False,True,True,West,345,True,True,False,False,15,3,0,0,14,8,0,0,24,6,North,True,False,True,False,North,4.607004
347,True,True,False,False,15,5,0,0,14,4,0,0,25,5,West,False,True,False,True,West,344,True,True,False,False,17,3,0,0,15,3,0,0,24,7,North,True,False,True,False,North,5.636115
346,True,True,False,False,14,8,0,0,15,5,0,0,24,5,West,False,True,False,False,North,343,True,True,False,False,16,1,0,0,17,3,0,0,24,8,North,True,False,False,True,East,10.697996
343,True,True,False,False,16,1,0,0,17,3,0,0,24,8,North,True,False,False,True,East,540,True,False,False,False,22,0,0,0,18,0,0,0,25,8,West,False,True,False,True,West,1.128716
